Time,LT,Pump_1 [L/m],Pump_2 [L/m],Voltage [V],Current [A],Input_current [A],E_h2_production [mL/0.1s],Power,Pref
07:53.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:53.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:53.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:53.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:53.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:53.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:54.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:54.1,0,0,1.7,11.55,26.1,25.2,0.85,301.455,291.06
07:54.2,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:54.3,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:54.4,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:54.5,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:54.6,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:54.7,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:54.8,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:54.9,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:55.0,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:55.1,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:55.2,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:55.3,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
07:55.4,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
07:55.5,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:55.6,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
07:55.7,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:55.8,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:55.9,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
07:56.0,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
07:56.1,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
07:56.2,0,0,1.7,11.53,26,25.4,0.85,299.78,292.862
07:56.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:56.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:56.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:56.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:56.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:56.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:56.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:57.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:57.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:57.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:57.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:57.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:57.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:57.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
07:57.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:57.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:57.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:58.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
07:58.1,0,0,1.7,11.53,26.1,25.1,0.85,300.933,289.403
07:58.2,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:58.3,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:58.4,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:58.5,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:58.6,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:58.7,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:58.8,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:58.9,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:59.0,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:59.1,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:59.2,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:59.3,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:59.4,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:59.5,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:59.6,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:59.7,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
07:59.8,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
07:59.9,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
08:00.0,0,0,1.7,11.5,25.9,25.1,0.85,297.85,288.65
08:00.1,0,0,1.7,11.5,25.9,25.4,0.85,297.85,292.1
08:00.2,0,0,1.7,11.53,26,25.4,0.85,299.78,292.862
08:00.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:00.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:00.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:00.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:00.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:00.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:00.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:01.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:01.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:01.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:01.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:01.4,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:01.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:01.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:01.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:01.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:01.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:02.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:02.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:02.2,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
08:02.3,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:02.4,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:02.5,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:02.6,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:02.7,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:02.8,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:02.9,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:03.0,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:03.1,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:03.2,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:03.3,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:03.4,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:03.5,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:03.6,0,0,1.7,11.5,25.9,25.2,0.85,297.85,289.8
08:03.7,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:03.8,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:03.9,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:04.0,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:04.1,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:04.2,0,0,1.7,11.52,26,25.4,0.85,299.52,292.608
08:04.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:04.4,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:04.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:04.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:04.7,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
08:04.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:04.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:05.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:05.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:05.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:05.3,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:05.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:05.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
08:05.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:05.7,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:05.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:05.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:06.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:06.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:06.2,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
08:06.3,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:06.4,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:06.5,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:06.6,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:06.7,0,0,1.7,11.52,26.1,25.3,0.85,300.672,291.456
08:06.8,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:06.9,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:07.0,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:07.1,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
08:07.2,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:07.3,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:07.4,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:07.5,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:07.6,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:07.7,0,0,1.7,11.55,26.1,25.3,0.85,301.455,292.215
08:07.8,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:07.9,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:08.0,0,0,1.7,11.53,26.1,25.3,0.85,300.933,291.709
08:08.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:08.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:08.3,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:08.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:08.5,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
08:08.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:08.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:08.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:08.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:09.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:09.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:09.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:09.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:09.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:09.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:09.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:09.7,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:09.8,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
08:09.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:10.0,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:10.1,0,0,1.7,11.53,26.1,25.6,0.85,300.933,295.168
08:10.2,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:10.3,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:10.4,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:10.5,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:10.6,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:10.7,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:10.8,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:10.9,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.0,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.1,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.2,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.3,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.4,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.5,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.6,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.7,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.8,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:11.9,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:12.0,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:12.1,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:12.2,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
08:12.3,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:12.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:12.5,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:12.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:12.7,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
08:12.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:12.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:13.0,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:13.1,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
08:13.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:13.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:13.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:13.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:13.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:13.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:13.8,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:13.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:14.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:14.1,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:14.2,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:14.3,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
08:14.4,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:14.5,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:14.6,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:14.7,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
08:14.8,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
08:14.9,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:15.0,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:15.1,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:15.2,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:15.3,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
08:15.4,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:15.5,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:15.6,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:15.7,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:15.8,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:15.9,0,0,1.7,11.53,26,25.3,0.85,299.78,291.709
08:16.0,0,0,1.7,11.52,26,25.3,0.85,299.52,291.456
08:16.1,0,0,1.7,11.52,26,25.4,0.85,299.52,292.608
08:16.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:16.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:16.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:16.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:16.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:16.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:16.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:16.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:17.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:17.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:17.2,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:17.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:17.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:17.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:17.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:17.7,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:17.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:17.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:18.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:18.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:18.2,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
08:18.3,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:18.4,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:18.5,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:18.6,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:18.7,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:18.8,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:18.9,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:19.0,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:19.1,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:19.2,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:19.3,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:19.4,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:19.5,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:19.6,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:19.7,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:19.8,0,0,1.7,11.52,26,25.2,0.85,299.52,290.304
08:19.9,0,0,1.7,11.52,25.9,25.2,0.85,298.368,290.304
08:20.0,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:20.1,0,0,1.7,11.5,26,25.2,0.85,299,289.8
08:20.2,0,0,1.7,11.5,26.1,25.4,0.85,300.15,292.1
08:20.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:20.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:20.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:20.6,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:20.7,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:20.8,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:20.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:21.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:21.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:21.2,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:21.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:21.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:21.5,0,0,1.7,11.52,26.1,25.4,0.85,300.672,292.608
08:21.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:21.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:21.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:21.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:22.0,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:22.1,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:22.2,0,0,1.7,11.55,26.4,25.5,0.86,304.92,294.525
08:22.3,0,0,1.7,11.55,26.4,25.5,0.86,304.92,294.525
08:22.4,0,0,1.7,11.55,26.4,25.5,0.86,304.92,294.525
08:22.5,0,0,1.7,11.55,26.4,25.5,0.86,304.92,294.525
08:22.6,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:22.7,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:22.8,0,0,1.7,11.57,26.4,25.5,0.86,305.448,295.035
08:22.9,0,0,1.7,11.55,26.4,25.5,0.86,304.92,294.525
08:23.0,0,0,1.7,11.55,26.4,25.5,0.86,304.92,294.525
08:23.1,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
08:23.2,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:23.3,0,0,1.7,11.55,26.4,25.5,0.86,304.92,294.525
08:23.4,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
08:23.5,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:23.6,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:23.7,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
08:23.8,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
08:23.9,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:24.0,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:24.1,0,0,1.7,11.55,26.2,25.5,0.86,302.61,294.525
08:24.2,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:24.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:24.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:24.5,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:24.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:24.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:24.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:24.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:25.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:25.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:25.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:25.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:25.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:25.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:25.6,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:25.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:25.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:25.9,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:26.0,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:26.1,0,0,1.7,11.53,26.1,25.6,0.85,300.933,295.168
08:26.2,0,0,1.7,11.55,26.2,25.6,0.86,302.61,295.68
08:26.3,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:26.4,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:26.5,0,0,1.7,11.55,26.2,25.6,0.86,302.61,295.68
08:26.6,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:26.7,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:26.8,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:26.9,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:27.0,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:27.1,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:27.2,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:27.3,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:27.4,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:27.5,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:27.6,0,0,1.7,11.57,26.2,25.6,0.86,303.134,296.192
08:27.7,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:27.8,0,0,1.7,11.57,26.4,25.6,0.86,305.448,296.192
08:27.9,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:28.0,0,0,1.7,11.55,26.4,25.6,0.86,304.92,295.68
08:28.1,0,0,1.7,11.55,26.2,25.4,0.86,302.61,293.37
08:28.2,0,0,1.7,11.53,26.2,25.4,0.86,302.086,292.862
08:28.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:28.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:28.5,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:28.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:28.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:28.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:28.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:29.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:29.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:29.2,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:29.3,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:29.4,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:29.5,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
08:29.6,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:29.7,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:29.8,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:29.9,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:30.0,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:30.1,0,0,1.7,11.53,26.1,25.4,0.85,300.933,292.862
08:30.2,0,0,1.7,11.53,26.2,25.5,0.86,302.086,294.015
